id,kind,sp_mean,sp_std,sp_p50,sp_p90,sp_p99,hz_mean,vt_mean,idle_frac,rev_frac,turn_mean,turn_std,straight_w,y_mean,y_std,y_range,ext_x,ext_z,radius_mean,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11
car48,car,0.0646815,0.00609927,0.0633877,0.0657647,0.0803243,0.0641246,0.00656813,0,0,0,0,0.999829,120.251,19.121,75.962,1799.94,0,923.056,0.0000689774,0.000655285,0.937679,0.0608381,0.0000344887,0.000344887,0.000137955,0.0000344887,0,0,0.0000344887,0.000172444
car49,car,0.0815191,0.00725621,0.08005,0.08544,0.0986712,0.0797621,0.0139448,0,0,0,0,0.999684,143.599,44.5484,163.404,1799.92,0,711.384,0.0000344887,0.00027591,0.00134506,0.996103,0.00148301,0.0000344887,0.000310398,0.0000689774,0.000103466,0.0000344887,0,0.000206932
car50,car,0.0830465,0.0111271,0.0791012,0.094,0.113864,0.0797182,0.0122623,0,0,0,0,0.99932,40.3823,50.7538,135.83,0,1799.92,511.656,0.0000344887,0.000172444,0.00200034,0.918055,0.0788757,0.000103466,0.000310398,0.000103466,0.0000344887,0.0000689774,0,0.000241421
car51,car,0.082401,0.0073812,0.0808084,0.0894427,0.0983717,0.0806503,0.0133195,0,0,0,0,0.999819,65.3142,49.7733,155.134,1799.92,0,1006.93,0.0000344887,0.000241421,0.00110364,0.993999,0.00386273,0.0000344887,0.000310398,0.0000344887,0.000137955,0.0000344887,0,0.000206932
car52,car,0.100243,0.00986338,0.0978621,0.110639,0.127122,0.0981356,0.0162855,0,0,0,0,0.999754,140.657,35.1193,136.883,0,1799.94,755.843,0,0.000241429,0.000482859,0.791336,0.193005,0.0141409,0.0000689798,0.000172449,0.00013796,0.00010347,0.0000689798,0.000241429
car53,car,0.092684,0.017317,0.0875728,0.0993227,0.173908,0.0882726,0.0143779,0,0,0,0,0.999441,45.6812,75.7804,240.358,1799.9,0,458.052,0.0000344887,0.000241421,0.000758752,0.902707,0.0596999,0.0000689774,0.0338679,0.00220728,0.000103466,0.0000689774,0.0000344887,0.000206932
car54,car,0.0921396,0.00817453,0.0903549,0.0993227,0.10949,0.0911327,0.00946241,0,0,0,0,0.999683,46.1788,46.6683,124.072,0,1799.92,970.032,0,0.000241429,0.000620818,0.910119,0.0881907,0.0000344899,0.0000689798,0.000275919,0.0000689798,0.00013796,0.0000344899,0.000206939
car55,car,0.0817905,0.0144877,0.077,0.0930054,0.133454,0.0778076,0.0103541,0,0,0,0,0.999644,44.0502,83.8217,248.732,1799.92,0,393.863,0.0000344887,0.000310398,0.0320055,0.885601,0.0407656,0.0405587,0.00027591,0.000103466,0.0000689774,0.0000689774,0,0.000206932
car56,car,0.0799481,0.00905464,0.0762365,0.0868332,0.10748,0.0760342,0.0164844,0,0,0,0,0.999684,80.0805,59.5913,158.472,0,1799.96,608.875,0.0000344899,0.000310409,0.22039,0.736842,0.0416638,0.0000689798,0.000275919,0.00013796,0.0000689798,0,0,0.000206939
car57,car,0.0966001,0.00888013,0.0947259,0.10102,0.117324,0.0944023,0.0173083,0,0,0,0,0.999555,126.637,42.4193,163.419,1799.89,0,698.173,0,0.000241421,0.000482842,0.88329,0.115089,0.000137955,0.0000344887,0.000241421,0.000103466,0.000103466,0.0000344887,0.000241421
car58,car,0.0623334,0.005883,0.0610082,0.065,0.0765376,0.0616385,0.00614813,0,0,0,0,0.999874,36.5439,42.8641,121.449,0,1799.94,826.354,0.0000689774,0.000827729,0.969546,0.0287981,0.000206932,0.000172444,0.000137955,0.0000344887,0,0,0.0000344887,0.000172444
car59,car,0.097278,0.00834615,0.0956347,0.102181,0.114158,0.0961399,0.0103425,0,0,0,0,0.99986,52.1953,52.0622,150.352,1799.9,0,783.806,0,0.000241421,0.000448353,0.84656,0.151819,0.000172444,0.0000344887,0.000310398,0.0000344887,0.0000689774,0.0000689774,0.000241421
car60,car,0.0945655,0.00997199,0.092,0.106212,0.121918,0.0929511,0.0074019,0,0,0,0,0.999545,22.3801,37.9464,120.357,0,1799.91,380.53,0,0.000241421,0.000620797,0.862631,0.135472,0.00027591,0.0000344887,0.000310398,0.0000344887,0.000137955,0,0.000241421
car61,car,0.0607531,0.00579265,0.0595399,0.0625859,0.0759605,0.0600552,0.00712857,0,0,0,0,0.999619,96.8514,12.8279,53.532,1799.94,0,1032.36,0.0000689774,0.000827729,0.979514,0.0188308,0.000206932,0.000206932,0.000103466,0.0000344887,0,0,0.0000344887,0.000172444
car62,car,0.0891507,0.00756732,0.0876926,0.0930484,0.104,0.0876466,0.0129757,0,0,0,0,0.999839,69.7188,53.3437,149.447,1799.91,0,894.135,0.0000344887,0.000241421,0.000758752,0.945991,0.0521469,0.0000689774,0.000103466,0.000241421,0.000103466,0.0000689774,0.0000344887,0.000206932
car63,car,0.0777815,0.00674238,0.0763217,0.0817435,0.0919239,0.0767133,0.0100874,0,0,0,0,0.999537,96.7376,12.3142,50.71,1799.91,0,1009.52,0.0000344887,0.000344887,0.0616658,0.937024,0.000172444,0.0000344887,0.000310398,0.000103466,0.0000689774,0.0000344887,0,0.000206932
car64,car,0.0547014,0.00470684,0.0539351,0.0572451,0.0650077,0.0542105,0.0058686,0,0,0,0,0.999838,116.274,11.7928,63.869,1571.89,0,901.466,0.000172438,0.00106911,0.997931,0.000103463,0.000310388,0.000172438,0.0000344875,0,0.0000344875,0.0000344875,0,0.00013795
car65,car,0.0544515,0.00956536,0.051,0.0640312,0.0858021,0.0514677,0.00744448,0,0,0,0,0.999656,17.3296,41.967,200.235,1492.36,0,395.716,0.000172438,0.0839426,0.853945,0.0611809,0.000310388,0.00013795,0.000103463,0,0.0000344875,0.0000344875,0,0.00013795
car66,car,0.0665118,0.00927351,0.0635059,0.074,0.0994887,0.064284,0.00748939,0,0,0,0,0.999724,39.1636,66.2021,186.882,1799.92,0,487.688,0.0000689774,0.000655285,0.905053,0.0848077,0.00865666,0.000379376,0.000137955,0.0000344887,0,0,0.0000344887,0.000172444
car67,car,0.0938468,0.008209,0.092,0.100319,0.110454,0.0924779,0.0106126,0,0,0,0,0.999798,39.8464,48.5219,142.508,1799.89,0,687.406,0,0.00027591,0.000586308,0.890671,0.107639,0.0000689774,0.0000344887,0.000310398,0,0.000172444,0.0000344887,0.000206932
car68,car,0.0932081,0.0107456,0.091,0.101,0.132061,0.0917104,0.00865141,0,0,0,0,0.999812,46.4964,67.1714,169.904,1799.94,0,626.004,0,0.000241429,0.000586328,0.883355,0.0957784,0.0192454,0.0000689798,0.00013796,0.000172449,0.00013796,0.0000344899,0.000241429
car69,car,0.0625036,0.00557787,0.0610082,0.0679779,0.0730068,0.0615573,0.0060986,0,0,0,0,0.999886,37.413,49.4298,133.53,0,1799.94,644.268,0.000103466,0.000827729,0.996827,0.00148301,0.000344887,0.0000344887,0.000137955,0.0000344887,0,0.0000344887,0,0.000172444
npc0,npc,0.00579269,0.00563554,0.00948683,0.0106301,0.0122066,0.00579269,0,0.432922,0.0000608199,0.0543455,0.0563976,0.993983,0.9,0,0,75.63,30.084,891.584,0.999621,0.000241413,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc1,npc,0.00617406,0.00569096,0.00984886,0.0110454,0.0122066,0.00603369,0.000660712,0.407539,0,0.0626668,0.0519882,0.998546,2.34315,2.82631,9.562,55.824,92.981,831.99,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc2,npc,0.00591357,0.00562473,0.00943398,0.0106301,0.0120416,0.00591357,0,0.42161,0.0000596303,0.0559831,0.0536165,0.998262,0.9,0,0,77.743,45.15,880.317,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc3,npc,0.00650639,0.00561806,0.00984886,0.0110454,0.0125698,0.00639673,0.000448924,0.373776,0.0000550752,0.0568579,0.0540498,0.995799,2.51215,3.56761,11.643,109.362,46.708,853.379,0.999655,0.000206925,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc4,npc,0.00640108,0.00530879,0.00989949,0.011225,0.0128841,0.00616166,0.00137716,0.39471,0,0.0484954,0.0479873,0.998302,12.5235,3.00746,12.417,60.437,116.106,792.078,0.999862,0.000103463,0,0,0,0,0,0.0000344875,0,0,0,0
npc5,npc,0.00679956,0.00516702,0.0100499,0.0115326,0.0136015,0.00647748,0.00153025,0.36105,0,0.0525279,0.0497117,0.998306,11.8051,5.74624,19.476,99.094,64.259,776.617,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc6,npc,0.00628745,0.0050389,0.00984886,0.0108167,0.0122066,0.00621517,0.000495861,0.388329,0.0000563857,0.0583751,0.0533083,0.994825,2.03295,1.71251,6.222,79.814,64.179,862.521,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc7,npc,0.00639209,0.00534026,0.00989949,0.0113578,0.0130384,0.00615184,0.00142016,0.396503,0,0.051583,0.0508079,0.998327,16.9951,3.23022,10.971,52.271,47.724,838.296,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc8,npc,0.00637287,0.00580911,0.00989949,0.0115326,0.0126886,0.00609905,0.00153169,0.403263,0,0.0509525,0.0484653,0.998365,19.8023,3.08107,13.905,66.068,69.76,817.467,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc9,npc,0.0065717,0.00559591,0.0100499,0.0122066,0.0136382,0.00607894,0.00208146,0.403538,0.0000578235,0.0559375,0.0544197,0.9977,24.1513,6.42181,25.43,73.652,41.035,891.323,0.999793,0.000172438,0,0,0,0,0,0,0.0000344875,0,0,0
npc10,npc,0.00671571,0.00543019,0.00989949,0.0104403,0.0122066,0.00671571,0,0.340944,0,0.0659261,0.0483842,0.999048,0.9,0,0,25.324,86.482,835.269,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc11,npc,0.00645406,0.00541661,0.00984886,0.0106301,0.0122066,0.00645406,0,0.367223,0,0.0508155,0.0480927,0.999261,0.9,0,0,79.367,81.051,820.007,0.999759,0.00013795,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc12,npc,0.00640986,0.00502989,0.00984886,0.0107703,0.0121655,0.00640986,0,0.368913,0,0.0556292,0.0492033,0.999161,0.9,0,0,91.667,91.803,842.97,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc13,npc,0.0063045,0.00523444,0.00989949,0.0113578,0.0134536,0.00607024,0.00103566,0.403297,0,0.047671,0.0483623,0.998571,3.58769,3.4567,9.537,114.894,80.124,743.791,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc14,npc,0.00673682,0.00564119,0.0100499,0.0111803,0.0126491,0.00654075,0.00129573,0.359774,0,0.0542587,0.0512269,0.99829,14.3324,3.64672,12.929,130.668,46.251,730.183,0.999655,0.000206925,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc15,npc,0.00641357,0.00507919,0.00984886,0.0110454,0.0123693,0.00627971,0.000743654,0.381742,0,0.0551813,0.0506703,0.998636,5.77876,4.85232,11.777,125.752,90.442,815.07,1,0,0,0,0,0,0,0,0,0,0,0
npc16,npc,0.00676093,0.00525062,0.01,0.0113578,0.0123693,0.00654093,0.00116109,0.357911,0,0.0602655,0.0484702,0.998456,6.71612,6.18094,16.521,143.441,60.445,826.372,0.999828,0.000103463,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0
npc17,npc,0.00646399,0.00590985,0.0100499,0.0115326,0.0142478,0.00611234,0.00164188,0.400228,0,0.057028,0.0499106,0.998321,15.5204,3.34921,14.239,36.831,71.416,770.532,0.999724,0.00013795,0.0000344875,0.0000344875,0,0,0,0,0,0.0000344875,0,0.0000344875
npc18,npc,0.00627899,0.00568779,0.00989949,0.0110454,0.01253,0.00609831,0.00125766,0.401124,0,0.055771,0.05015,0.998286,14.4064,3.35356,12.37,93.254,75.041,831.117,0.999724,0.00013795,0.0000344875,0.0000344875,0,0,0,0,0,0.0000344875,0,0.0000344875
npc19,npc,0.00655037,0.0057511,0.01,0.0111803,0.01253,0.00634908,0.00134912,0.378983,0,0.0530992,0.0516988,0.998278,17.4592,3.50298,15.24,46.273,82.003,817.231,0.999621,0.000241413,0,0.0000344875,0,0,0,0.0000344875,0,0.0000344875,0,0.0000344875
npc20,npc,0.00649202,0.0059322,0.0100499,0.0117047,0.0134907,0.00613805,0.0017242,0.399917,0,0.0609426,0.0490313,0.998254,16.5094,5.47261,20.614,121.5,62.527,755.734,0.999621,0.000241413,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc21,npc,0.00700474,0.0058943,0.0100995,0.0122474,0.0147648,0.00640687,0.00238654,0.370499,0,0.0570148,0.0478578,0.998371,50.0733,20.3717,57.007,160.597,33.875,701.965,0.99969,0.000206925,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc22,npc,0.00682764,0.006092,0.0100499,0.0119164,0.0155563,0.00630767,0.00213181,0.380156,0,0.0475402,0.0485102,0.998529,45.7749,8.57759,25.57,101.026,92.937,717.109,0.999621,0.000206925,0.000068975,0,0.0000344875,0,0,0,0,0,0.0000344875,0.0000344875
npc23,npc,0.00687345,0.00587101,0.0100499,0.0115758,0.0136748,0.00647348,0.00192685,0.365292,0,0.0566264,0.0481161,0.998247,76.0646,10.7236,34.326,93.726,84.727,890.426,0.999759,0.000103463,0.0000344875,0.0000344875,0,0,0,0,0,0.0000344875,0,0.0000344875
npc24,npc,0.00657492,0.00564944,0.00994987,0.0114455,0.0130384,0.00626736,0.00166047,0.384501,0,0.0448015,0.0501052,0.998418,83.995,5.78583,19.812,62.372,86.333,871.854,0.999759,0.00013795,0,0.0000344875,0,0,0,0.0000344875,0,0,0,0.0000344875
npc25,npc,0.00605401,0.00560238,0.00948683,0.0106301,0.0122066,0.00605401,0,0.407815,0,0.0514349,0.048786,0.99921,0.9,0,0,61.629,113.715,799.833,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc26,npc,0.00624454,0.00554546,0.00984886,0.0104403,0.0122066,0.00624454,0,0.387053,0,0.050604,0.0486069,0.999241,0.9,0,0,38.913,56.232,778.985,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc27,npc,0.00598993,0.0050316,0.00948683,0.0106301,0.012083,0.00598993,0,0.410988,0,0.0521486,0.0519817,0.9992,0.9,0,0,49.334,46.19,780.343,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc28,npc,0.00634681,0.00566859,0.00994987,0.0108628,0.0133417,0.00613953,0.00135564,0.397572,0,0.0503185,0.0486824,0.998445,8.59585,5.24079,16.394,36.882,110.969,677.561,0.999759,0.00013795,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc29,npc,0.00664945,0.00587923,0.00994987,0.0114455,0.0142127,0.00633703,0.0016495,0.379535,0,0.0548837,0.0480414,0.99823,10.0207,3.59213,14.333,50.122,61.175,751.699,0.999586,0.000241413,0.0000344875,0.0000344875,0,0,0,0.0000344875,0,0.0000344875,0,0.0000344875
npc30,npc,0.00696382,0.00526065,0.0100499,0.0116619,0.0153623,0.00656457,0.00178811,0.354532,0,0.0578336,0.0505076,0.997973,11.2248,6.14968,18.342,58.703,40.603,688.042,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc31,npc,0.006936,0.0057151,0.0100499,0.0117898,0.0141421,0.00654024,0.00189795,0.359256,0,0.0549087,0.050833,0.998309,10.7182,6.87677,23.515,112.947,58.108,641.931,0.999724,0.000172438,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc32,npc,0.00650557,0.00512094,0.00989949,0.0107703,0.0125698,0.00638959,0.000983756,0.370361,0,0.055061,0.0498227,0.998287,10.9366,3.04084,10.317,89.139,82.62,736.335,0.999862,0.000103463,0,0,0,0,0,0.0000344875,0,0,0,0
npc33,npc,0.00659455,0.005758,0.0100499,0.011225,0.0128841,0.00635647,0.00140337,0.377569,0,0.0580732,0.0516135,0.998181,7.19441,2.98885,11.713,32.792,73.495,684.607,0.999621,0.000241413,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc34,npc,0.00639984,0.0058898,0.00989949,0.0114455,0.0134907,0.00610286,0.0015528,0.403849,0,0.0619858,0.0499496,0.998144,14.3417,3.90967,13.383,46.565,65.732,729.036,0.999586,0.0002759,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc35,npc,0.0062233,0.00519053,0.00984886,0.0107703,0.0128452,0.00613666,0.000552731,0.397986,0,0.0488239,0.0516532,0.998697,4.27525,4.66595,14.725,116.038,70.674,617.89,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc36,npc,0.00689457,0.00566825,0.0100499,0.0114455,0.0127279,0.00661749,0.00155853,0.352014,0,0.0573099,0.0497182,0.99818,13.7645,3.16907,14.939,92.325,69.975,752.494,0.999655,0.000206925,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc37,npc,0.00719253,0.00600498,0.0100995,0.0126886,0.0158114,0.0064835,0.0026224,0.364809,0,0.059622,0.0489525,0.998435,31.1883,11.6818,38.299,74.437,50.938,707.953,0.999724,0.000172438,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc38,npc,0.00668475,0.00539539,0.01,0.0117473,0.0134907,0.00630156,0.00180215,0.379914,0,0.0598522,0.047881,0.998258,50.0399,8.44286,25.555,38.395,150.773,766.594,0.999828,0.00013795,0,0,0,0,0,0.0000344875,0,0,0,0
npc39,npc,0.00661611,0.00594297,0.0100499,0.012083,0.015,0.00618505,0.00192478,0.394537,0,0.052694,0.0497781,0.998328,28.8859,6.9226,25.612,119.61,36.546,797.031,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc40,npc,0.00663153,0.00580349,0.0100499,0.0117473,0.0142829,0.00621959,0.00179197,0.389088,0,0.055108,0.0480304,0.99835,68.4782,5.78011,21.6,134.381,57.538,658.184,0.999759,0.00013795,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc41,npc,0.006307,0.00577852,0.00989949,0.0110454,0.0132665,0.0061115,0.00122344,0.401331,0,0.0527315,0.0491416,0.998344,63.0693,4.94824,14.959,53.104,81.675,798.917,0.999655,0.000206925,0,0.0000344875,0,0,0,0,0.000068975,0,0,0.0000344875
npc42,npc,0.00644907,0.00553008,0.00984886,0.0107703,0.0122066,0.00644907,0,0.369775,0,0.0505849,0.0499828,0.999241,0.9,0,0,72.304,97.275,785.241,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc43,npc,0.00676042,0.0054151,0.00989949,0.0106301,0.012083,0.00676042,0,0.336357,0,0.0533607,0.0504567,0.999164,0.9,0,0,73.972,92.282,842.287,0.999655,0.000206925,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc44,npc,0.00644262,0.00549686,0.00984886,0.0106301,0.0121655,0.00644262,0,0.367154,0,0.0502053,0.0499721,0.99922,0.9,0,0,46.941,55.772,751.771,0.999724,0.00013795,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc45,npc,0.00646809,0.00502819,0.00984886,0.0106301,0.0123693,0.00646809,0,0.364671,0,0.0543836,0.0481964,0.999178,0.9,0,0,56.81,137.777,767.076,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc46,npc,0.00588597,0.00551272,0.00984886,0.0106301,0.0122066,0.00588597,0,0.421886,0,0.0506779,0.0505691,0.999184,0.9,0,0,65.485,56.663,762.823,0.999793,0.000103463,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc47,npc,0.00641746,0.00551187,0.00984886,0.0102956,0.012083,0.00641746,0,0.370534,0,0.048831,0.052039,0.999284,0.9,0,0,76.212,73.993,707.696,0.999655,0.000206925,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc48,npc,0.00657764,0.00499117,0.00984886,0.0107703,0.012083,0.00657764,0,0.353325,0,0.048799,0.0486117,0.999238,0.9,0,0,125.355,43.393,744.259,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc49,npc,0.00652393,0.00527555,0.01,0.0111803,0.0130767,0.00628105,0.00137771,0.381018,0,0.042373,0.0507274,0.998444,8.09267,3.69936,17.177,59.831,51.563,653.892,0.999862,0.000103463,0,0,0,0,0,0.0000344875,0,0,0,0
npc50,npc,0.00658512,0.00560479,0.00989949,0.0111803,0.0128841,0.00636423,0.00120775,0.374638,0,0.0510029,0.0491484,0.9984,6.86985,5.15857,16.234,85.909,52.526,670.406,0.999724,0.000172438,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc51,npc,0.00624742,0.00525657,0.00984886,0.0106301,0.0122066,0.00624675,0.0000140709,0.388847,0,0.0594375,0.0500111,0.999035,0.939471,0.0603383,0.192,51.243,55.543,616.545,0.999759,0.000172438,0,0,0,0,0,0.0000344875,0.0000344875,0,0,0
npc52,npc,0.00668723,0.00507074,0.00989949,0.0110454,0.0136382,0.00650751,0.00101555,0.359981,0,0.0507589,0.0496412,0.998602,5.11284,3.64528,10.03,104.675,58.685,684.602,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc53,npc,0.00647183,0.00517917,0.00984886,0.0108167,0.0136015,0.00633846,0.000722238,0.376707,0,0.0575428,0.0505139,0.998749,4.02201,3.92876,11.241,97.109,113.637,685.277,0.999862,0.000103463,0,0,0,0,0,0.0000344875,0,0,0,0
npc54,npc,0.00670644,0.00568257,0.00994987,0.0115326,0.0137477,0.00639905,0.00153818,0.37181,0,0.0547764,0.0485095,0.998161,12.8111,5.92468,19.331,82.278,127.528,694.571,0.999759,0.00013795,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc55,npc,0.00691897,0.00623281,0.010247,0.0126886,0.0147986,0.00615163,0.00269568,0.399848,0,0.0531814,0.0496739,0.998539,37.5188,12.0687,40.858,100.718,66.457,682.141,0.999621,0.000241413,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc56,npc,0.00663536,0.00524919,0.0100499,0.0115758,0.0131529,0.00630278,0.00175962,0.380466,0,0.0488678,0.0489747,0.99842,60.328,8.06235,22.379,112.068,98.654,738.334,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc57,npc,0.00684581,0.00518025,0.0100499,0.0111803,0.0126491,0.0065941,0.00157215,0.350945,0,0.0497356,0.0484731,0.99833,74.5779,2.38962,10.255,60.959,62.465,667.848,0.999862,0.000103463,0,0,0,0,0,0.0000344875,0,0,0,0
npc58,npc,0.00672531,0.00536836,0.0100499,0.0115326,0.0136015,0.00638894,0.00177055,0.3735,0,0.0627222,0.0480377,0.998237,75.8407,4.38037,18.735,71.485,74.652,666.969,0.999828,0.00013795,0,0,0,0,0,0.0000344875,0,0,0,0
npc59,npc,0.00642296,0.00578395,0.00989949,0.0111803,0.0130384,0.00617135,0.00156325,0.395192,0,0.0479406,0.0466145,0.998434,61.751,4.32864,14.641,83.958,94.104,792.317,0.999655,0.000206925,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc60,npc,0.00670385,0.00528276,0.00984886,0.0106301,0.012083,0.00670385,0,0.34053,0,0.0518468,0.050378,0.999212,0.9,0,0,72.931,120.263,840.56,0.999724,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0,0,0,0.0000344875
npc61,npc,0.00609099,0.00511118,0.00948683,0.0104403,0.0122066,0.00609099,0,0.401228,0,0.0539759,0.0496131,0.99923,0.9,0,0,61.843,80.05,763.936,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc62,npc,0.00640963,0.00540629,0.00984886,0.0106301,0.012083,0.00640963,0,0.369499,0,0.0545119,0.0494854,0.999171,0.9,0,0,98.604,136.034,769.007,0.999759,0.00013795,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc63,npc,0.00687779,0.00489844,0.00989949,0.0106301,0.0122066,0.00687779,0,0.324183,0,0.0521362,0.049896,0.999233,0.9,0,0,67.17,78.602,690.779,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc64,npc,0.00615925,0.00558777,0.00984886,0.0106301,0.0121655,0.00615661,0.0000542489,0.397986,0,0.0434809,0.0496388,0.998964,1.22629,0.263191,0.775,57.783,63.674,582.3,0.99969,0.000172438,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc65,npc,0.0060997,0.00550481,0.00984886,0.0106301,0.01253,0.0060997,0,0.403125,0,0.0447959,0.0486163,0.999318,0.9,0,0,48.5,119.685,649.178,0.999759,0.00013795,0,0.0000344875,0,0,0,0,0.0000344875,0,0,0.0000344875
npc66,npc,0.00643356,0.00505018,0.00984886,0.0104881,0.0121244,0.00642216,0.000158125,0.368947,0,0.0550454,0.0490632,0.998514,2.40283,0.746067,2.312,162.09,31.34,515.753,0.999828,0.00013795,0,0,0,0,0,0.0000344875,0,0,0,0
npc67,npc,0.00654226,0.00516091,0.00989949,0.011,0.0150333,0.00633231,0.000969134,0.375845,0,0.0482193,0.0509225,0.998525,5.91097,4.37478,12.25,70.799,136.298,625.481,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc68,npc,0.00645895,0.00504629,0.00984886,0.0106301,0.0121655,0.00643733,0.000226617,0.367085,0,0.0479912,0.0481456,0.998592,2.56165,0.484277,2.357,82.306,89.121,513.31,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc69,npc,0.00650894,0.00530501,0.00984886,0.0108167,0.0123693,0.00641161,0.000728963,0.371913,0,0.0599806,0.0505379,0.998535,5.577,5.5196,19.613,64.8,116.342,536.134,0.99969,0.000206925,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0
npc70,npc,0.00611102,0.00510476,0.00969536,0.0108628,0.0122066,0.00601584,0.000570424,0.407884,0,0.0442124,0.0497608,0.99891,2.38085,2.59256,8.517,87.626,96.709,615.765,0.999966,0.0000344875,0,0,0,0,0,0,0,0,0,0
npc71,npc,0.00640798,0.00562458,0.00989949,0.0108167,0.0123693,0.00630823,0.000637226,0.381156,0,0.0462688,0.0505308,0.99855,2.8753,1.81934,5.735,24.683,150.923,561.215,0.999655,0.000206925,0,0.0000344875,0,0,0,0.0000344875,0.0000344875,0,0,0.0000344875
npc72,npc,0.00672002,0.00536552,0.0100499,0.0117473,0.0130384,0.00636155,0.00171962,0.374672,0,0.0559483,0.0492749,0.998285,71.9675,5.30455,24.261,70.992,117.118,662.033,0.999897,0.000068975,0,0,0,0,0,0.0000344875,0,0,0,0
npc73,npc,0.00661159,0.0054541,0.00994987,0.0118743,0.0134907,0.00622159,0.00188781,0.390744,0,0.0526848,0.048588,0.998349,59.6054,11.3772,34.077,115.301,59.382,717.763,0.999793,0.000172438,0,0,0,0,0,0.0000344875,0,0,0,0
npc74,npc,0.00664672,0.00569035,0.0100499,0.0115758,0.0128452,0.00628205,0.00183543,0.38188,0,0.0551807,0.051269,0.998301,89.0681,5.76504,25.186,38.034,89.932,641.941,0.999862,0.000068975,0,0.0000344875,0,0,0,0,0,0,0,0.0000344875
